,mod_date,pub_date,cvss,cwe_code,cwe_name,
CVE-2008-2306,8/03/2011 3:08,23/06/2008 20:41,9.3,264, Permissions Privileges and Access Controls,
CVE-2008-2233,8/03/2011 3:08,18/08/2008 17:41,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2008-2172,8/03/2011 3:08,13/05/2008 22:20,7.1,20, Improper Input Validation,
CVE-2008-2171,8/03/2011 3:08,13/05/2008 22:20,7.1,20, Improper Input Validation,
CVE-2008-1995,8/03/2011 3:08,28/04/2008 17:05,7.5,264, Permissions Privileges and Access Controls,
CVE-2008-1805,8/03/2011 3:07,6/06/2008 22:32,9.3,20, Improper Input Validation,
CVE-2008-1777,8/03/2011 3:07,14/04/2008 16:05,5,399, Resource Management Errors,
CVE-2008-1663,8/03/2011 3:07,9/07/2008 0:41,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-1598,8/03/2011 3:07,31/03/2008 23:44,4.7,200, Information Exposure,
CVE-2008-1596,8/03/2011 3:07,31/03/2008 23:44,7.2,264, Permissions Privileges and Access Controls,
CVE-2008-1592,8/03/2011 3:07,31/03/2008 23:44,4.6,264, Permissions Privileges and Access Controls,
CVE-2008-1586,8/03/2011 3:07,25/11/2008 23:30,7.1,399, Resource Management Errors,
CVE-2008-1389,8/03/2011 3:07,4/09/2008 16:41,5,399, Resource Management Errors,
CVE-2008-1366,8/03/2011 3:06,17/03/2008 22:44,5,20, Improper Input Validation,
CVE-2008-1365,8/03/2011 3:06,17/03/2008 22:44,6.4,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-1130,8/03/2011 3:05,4/03/2008 0:44,6.6,287, Improper Authentication,
CVE-2008-1120,8/03/2011 3:05,3/03/2008 22:44,9.3,134, Use of Externally-Controlled Format String,
CVE-2008-1073,8/03/2011 3:05,29/02/2008 0:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-1040,8/03/2011 3:05,27/02/2008 19:44,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0988,8/03/2011 3:05,18/03/2008 23:44,4.3,189, Numeric Errors,
CVE-2008-0935,8/03/2011 3:05,25/02/2008 18:44,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0932,8/03/2011 3:05,25/02/2008 21:44,7.5,20, Improper Input Validation,
CVE-2008-0904,8/03/2011 3:05,22/02/2008 21:44,7.8,200, Information Exposure,
CVE-2008-0902,8/03/2011 3:05,22/02/2008 21:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0900,8/03/2011 3:05,22/02/2008 21:44,6,264, Permissions Privileges and Access Controls,
CVE-2008-0899,8/03/2011 3:05,22/02/2008 21:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0898,8/03/2011 3:05,22/02/2008 21:44,5.8,264, Permissions Privileges and Access Controls,
CVE-2008-0897,8/03/2011 3:05,22/02/2008 21:44,7.9,264, Permissions Privileges and Access Controls,
CVE-2008-0896,8/03/2011 3:05,22/02/2008 21:44,4.9,264, Permissions Privileges and Access Controls,
CVE-2008-0895,8/03/2011 3:05,22/02/2008 21:44,6.4,287, Improper Authentication,
CVE-2008-0876,8/03/2011 3:05,21/02/2008 19:44,4.3,20, Improper Input Validation,
CVE-2008-0869,8/03/2011 3:05,21/02/2008 1:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0866,8/03/2011 3:05,21/02/2008 1:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0863,8/03/2011 3:05,21/02/2008 1:44,5,200, Information Exposure,
CVE-2008-0862,8/03/2011 3:05,21/02/2008 1:44,4.3,264, Permissions Privileges and Access Controls,
CVE-2008-0861,8/03/2011 3:05,21/02/2008 1:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0858,8/03/2011 3:05,21/02/2008 0:44,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2008-0834,8/03/2011 3:05,20/02/2008 21:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0826,8/03/2011 3:05,19/02/2008 20:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0825,8/03/2011 3:05,19/02/2008 20:44,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2008-0807,8/03/2011 3:05,19/02/2008 1:00,4.9,264, Permissions Privileges and Access Controls,
CVE-2008-0740,8/03/2011 3:05,13/02/2008 1:00,2.1,264, Permissions Privileges and Access Controls,
CVE-2008-0717,8/03/2011 3:05,12/02/2008 2:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0715,8/03/2011 3:05,12/02/2008 2:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0698,8/03/2011 3:05,12/02/2008 1:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0697,8/03/2011 3:05,12/02/2008 1:00,7.2,264, Permissions Privileges and Access Controls,
CVE-2008-0696,8/03/2011 3:05,12/02/2008 1:00,7.5,264, Permissions Privileges and Access Controls,
CVE-2008-0694,8/03/2011 3:05,12/02/2008 1:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0693,8/03/2011 3:05,12/02/2008 1:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0668,8/03/2011 3:05,11/02/2008 21:00,9.3,189, Numeric Errors,
CVE-2008-0664,8/03/2011 3:05,8/02/2008 2:00,6.4,264, Permissions Privileges and Access Controls,
CVE-2008-0646,8/03/2011 3:05,7/02/2008 21:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0642,8/03/2011 3:05,15/02/2008 1:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0622,8/03/2011 3:05,6/02/2008 12:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0577,8/03/2011 3:04,5/02/2008 2:00,6.4,264, Permissions Privileges and Access Controls,
CVE-2008-0576,8/03/2011 3:04,5/02/2008 2:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0571,8/03/2011 3:04,5/02/2008 2:00,4.3,352, Cross-Site Request Forgery (CSRF),
CVE-2008-0570,8/03/2011 3:04,5/02/2008 2:00,5,20, Improper Input Validation,
CVE-2008-0569,8/03/2011 3:04,5/02/2008 2:00,6.4,264, Permissions Privileges and Access Controls,
CVE-2008-0522,8/03/2011 3:04,31/01/2008 20:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0400,8/03/2011 3:04,23/01/2008 12:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-0386,8/03/2011 3:04,4/02/2008 23:00,6.8,20, Improper Input Validation,
CVE-2008-0309,8/03/2011 3:04,28/02/2008 20:44,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0308,8/03/2011 3:04,28/02/2008 20:44,7.1,399, Resource Management Errors,
CVE-2008-0263,8/03/2011 3:04,15/01/2008 20:00,5,399, Resource Management Errors,
CVE-2008-0214,8/03/2011 3:04,8/02/2008 2:00,7.5,264, Permissions Privileges and Access Controls,
CVE-2008-0064,8/03/2011 3:03,31/01/2008 20:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0043,8/03/2011 3:03,8/02/2008 2:00,9.3,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2008-0042,8/03/2011 3:03,12/02/2008 20:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2008-0041,8/03/2011 3:03,12/02/2008 20:00,5,200, Information Exposure,
CVE-2008-0040,8/03/2011 3:03,12/02/2008 20:00,10,399, Resource Management Errors,
CVE-2008-0039,8/03/2011 3:03,12/02/2008 20:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2008-0038,8/03/2011 3:03,12/02/2008 20:00,1.9,264, Permissions Privileges and Access Controls,
CVE-2008-0037,8/03/2011 3:03,12/02/2008 20:00,4.3,264, Permissions Privileges and Access Controls,
CVE-2007-6706,8/03/2011 3:03,9/03/2008 2:44,9.3,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2007-6612,8/03/2011 3:03,3/01/2008 22:46,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2007-6594,8/03/2011 3:03,28/12/2007 21:46,6.9,264, Permissions Privileges and Access Controls,
CVE-2007-6569,8/03/2011 3:03,28/12/2007 21:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-6531,8/03/2011 3:03,9/01/2008 23:46,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-6530,8/03/2011 3:03,27/12/2007 22:46,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-6468,8/03/2011 3:02,20/12/2007 0:46,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-6465,8/03/2011 3:02,20/12/2007 0:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-6434,8/03/2011 3:02,18/12/2007 20:46,2.1,264, Permissions Privileges and Access Controls,
CVE-2007-6433,8/03/2011 3:02,18/12/2007 20:46,7.5,20, Improper Input Validation,
CVE-2007-6424,8/03/2011 3:02,18/12/2007 19:46,4.3,264, Permissions Privileges and Access Controls,
CVE-2007-6383,8/03/2011 3:02,15/12/2007 2:46,5.5,264, Permissions Privileges and Access Controls,
CVE-2007-6371,8/03/2011 3:02,15/12/2007 1:46,7.1,20, Improper Input Validation,
CVE-2007-6356,8/03/2011 3:02,18/12/2007 20:46,5,399, Resource Management Errors,
CVE-2007-6343,8/03/2011 3:02,13/12/2007 22:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-6313,8/03/2011 3:02,18/02/2008 23:00,6.5,264, Permissions Privileges and Access Controls,
CVE-2007-6305,8/03/2011 3:02,10/12/2007 21:46,4.6,264, Permissions Privileges and Access Controls,
CVE-2007-6273,8/03/2011 3:02,7/12/2007 11:46,9.3,134, Use of Externally-Controlled Format String,
CVE-2007-6219,8/03/2011 3:02,4/12/2007 17:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-6190,8/03/2011 3:02,30/11/2007 1:46,3.5,200, Information Exposure,
CVE-2007-6168,8/03/2011 3:02,29/11/2007 1:46,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2007-6148,8/03/2011 3:02,13/02/2008 21:00,10,399, Resource Management Errors,
CVE-2007-6146,8/03/2011 3:02,27/11/2007 19:46,5,20, Improper Input Validation,
CVE-2007-6144,8/03/2011 3:02,27/11/2007 19:46,6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-6131,8/03/2011 3:01,26/11/2007 22:46,2.1,16, Configuration,
CVE-2007-6130,8/03/2011 3:01,26/11/2007 22:46,5,287, Improper Authentication,
CVE-2007-6102,8/03/2011 3:01,23/11/2007 20:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-6053,8/03/2011 3:01,20/11/2007 20:46,9.3,399, Resource Management Errors,
CVE-2007-6050,8/03/2011 3:01,20/11/2007 20:46,7.2,264, Permissions Privileges and Access Controls,
CVE-2007-6049,8/03/2011 3:01,20/11/2007 20:46,7.2,264, Permissions Privileges and Access Controls,
CVE-2007-6048,8/03/2011 3:01,20/11/2007 20:46,10,264, Permissions Privileges and Access Controls,
CVE-2007-6047,8/03/2011 3:01,20/11/2007 20:46,10,264, Permissions Privileges and Access Controls,
CVE-2007-6017,8/03/2011 3:01,29/02/2008 19:44,5.1,20, Improper Input Validation,
CVE-2007-5965,8/03/2011 3:01,8/01/2008 1:46,4.3,264, Permissions Privileges and Access Controls,
CVE-2007-5951,8/03/2011 3:01,14/11/2007 1:46,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2007-5948,8/03/2011 3:01,14/11/2007 1:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-5944,8/03/2011 3:01,14/11/2007 1:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-5940,8/03/2011 3:01,13/11/2007 23:46,4.6,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2007-5934,8/03/2011 3:01,13/11/2007 22:46,4.3,200, Information Exposure,
CVE-2007-5924,8/03/2011 3:01,10/11/2007 2:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-5910,8/03/2011 3:01,10/11/2007 2:46,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-5862,8/03/2011 3:01,18/12/2007 20:46,9.4,287, Improper Authentication,
CVE-2007-5810,8/03/2011 3:01,5/11/2007 17:46,5,20, Improper Input Validation,
CVE-2007-5809,8/03/2011 3:01,5/11/2007 17:46,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-5797,8/03/2011 3:01,3/11/2007 0:46,7.5,287, Improper Authentication,
CVE-2007-5767,8/03/2011 3:01,2/11/2007 23:46,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-5665,8/03/2011 3:01,9/01/2008 0:46,7.2,264, Permissions Privileges and Access Controls,
CVE-2007-5623,8/03/2011 3:01,23/10/2007 16:46,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-5602,8/03/2011 3:01,5/02/2008 1:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-5544,8/03/2011 3:00,29/10/2007 21:46,6.2,264, Permissions Privileges and Access Controls,
CVE-2007-5491,8/03/2011 3:00,17/10/2007 19:17,9,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2007-5391,8/03/2011 3:00,12/10/2007 10:17,10,287, Improper Authentication,
CVE-2007-5377,8/03/2011 3:00,12/10/2007 0:17,6.9,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2007-5241,8/03/2011 3:00,6/10/2007 16:17,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-5198,8/03/2011 3:00,4/10/2007 17:17,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-5136,8/03/2011 3:00,28/09/2007 21:17,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-5100,8/03/2011 3:00,26/09/2007 22:17,6.8,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2007-5087,8/03/2011 3:00,26/09/2007 10:17,4.9,264, Permissions Privileges and Access Controls,
CVE-2007-5086,8/03/2011 3:00,26/09/2007 10:17,2.1,20, Improper Input Validation,
CVE-2007-5064,8/03/2011 3:00,24/09/2007 22:17,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-5046,8/03/2011 2:59,24/09/2007 0:17,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-5007,8/03/2011 2:59,12/12/2007 22:10,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4994,8/03/2011 2:59,6/11/2007 21:46,7.5,255, Credentials Management,
CVE-2007-4943,8/03/2011 2:59,18/09/2007 19:17,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4935,8/03/2011 2:59,18/09/2007 18:17,6.8,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2007-4799,8/03/2011 2:59,10/09/2007 21:17,4.9,264, Permissions Privileges and Access Controls,
CVE-2007-4797,8/03/2011 2:59,10/09/2007 21:17,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4796,8/03/2011 2:59,10/09/2007 21:17,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4795,8/03/2011 2:59,10/09/2007 21:17,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4793,8/03/2011 2:59,10/09/2007 21:17,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4759,8/03/2011 2:59,8/09/2007 10:17,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4758,8/03/2011 2:59,8/09/2007 10:17,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-4718,8/03/2011 2:59,5/09/2007 19:17,5.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2007-4717,8/03/2011 2:59,5/09/2007 19:17,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-4696,8/03/2011 2:59,15/11/2007 1:46,4.3,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),
CVE-2007-4668,8/03/2011 2:58,4/09/2007 22:17,5,264, Permissions Privileges and Access Controls,
CVE-2007-4561,8/03/2011 2:58,28/08/2007 1:17,10,20, Improper Input Validation,
CVE-2007-4559,8/03/2011 2:58,28/08/2007 1:17,6.8,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2007-4542,8/03/2011 2:58,27/08/2007 21:17,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-4516,8/03/2011 2:58,21/02/2008 20:44,4.3,20, Improper Input Validation,
CVE-2007-4277,8/03/2011 2:58,30/10/2007 22:46,6.6,264, Permissions Privileges and Access Controls,
CVE-2007-4271,8/03/2011 2:58,18/08/2007 21:17,2.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2007-3918,8/03/2011 2:57,5/10/2007 22:17,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2007-3369,8/03/2011 2:56,22/06/2007 18:30,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-1426,8/03/2011 2:52,13/03/2007 1:19,7.8,20, Improper Input Validation,
CVE-2007-1309,8/03/2011 2:51,7/03/2007 0:19,9,264, Permissions Privileges and Access Controls,
CVE-2007-1184,8/03/2011 2:51,2/03/2007 21:18,5,16, Configuration,
CVE-2007-1136,8/03/2011 2:51,2/03/2007 21:18,6.8,20, Improper Input Validation,
CVE-2007-1027,8/03/2011 2:51,21/02/2007 11:28,4.4,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2007-0979,8/03/2011 2:51,16/02/2007 1:28,5,200, Information Exposure,
CVE-2007-0729,8/03/2011 2:50,24/04/2007 16:19,7.2,264, Permissions Privileges and Access Controls,
CVE-2007-0325,8/03/2011 2:49,20/02/2007 17:28,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2006-6852,8/03/2011 2:47,31/12/2006 5:00,6,20, Improper Input Validation,
CVE-2006-6832,8/03/2011 2:47,31/12/2006 5:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2006-6748,8/03/2011 2:46,27/12/2006 0:28,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2006-6727,8/03/2011 2:46,26/12/2006 21:28,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2006-6725,8/03/2011 2:46,26/12/2006 21:28,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2006-6706,8/03/2011 2:46,23/12/2006 1:28,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2006-6705,8/03/2011 2:46,23/12/2006 1:28,5,287, Improper Authentication,
CVE-2006-6400,8/03/2011 2:45,10/12/2006 2:28,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2006-6212,8/03/2011 2:45,1/12/2006 1:28,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2006-5859,8/03/2011 2:43,14/02/2007 1:28,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2006-4801,8/03/2011 2:42,14/09/2006 22:07,6.2,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),
CVE-2006-4476,8/03/2011 2:41,31/08/2006 20:04,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2006-4475,8/03/2011 2:41,31/08/2006 20:04,7.5,264, Permissions Privileges and Access Controls,
CVE-2006-4220,8/03/2011 2:40,31/12/2006 5:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2006-4136,8/03/2011 2:40,14/08/2006 23:04,7.5,264, Permissions Privileges and Access Controls,
CVE-2006-0056,8/03/2011 2:29,13/02/2006 11:06,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2005-4245,8/03/2011 2:27,14/12/2005 11:03,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2005-4244,8/03/2011 2:27,14/12/2005 11:03,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2005-3908,8/03/2011 2:27,30/11/2005 11:03,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2005-3760,8/03/2011 2:27,22/11/2005 23:03,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2005-3467,8/03/2011 2:26,2/11/2005 23:02,5,20, Improper Input Validation,
CVE-2005-2923,8/03/2011 2:25,7/12/2005 1:03,4,20, Improper Input Validation,
CVE-2005-2818,8/03/2011 2:25,7/09/2005 19:07,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2005-2752,8/03/2011 2:24,1/11/2005 12:47,2.1,200, Information Exposure,
CVE-2005-2310,8/03/2011 2:24,19/07/2005 4:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2002-2426,8/03/2011 2:11,31/12/2002 5:00,4.3,352, Cross-Site Request Forgery (CSRF),
CVE-2009-0012,7/03/2011 5:00,13/02/2009 0:30,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2008-0318,7/03/2011 5:00,12/02/2008 20:00,10,189, Numeric Errors,
CVE-2007-5708,7/03/2011 5:00,30/10/2007 19:46,7.1,399, Resource Management Errors,
CVE-2007-4034,7/03/2011 5:00,27/07/2007 22:30,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-1944,7/03/2011 5:00,11/04/2007 1:19,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2007-0646,7/03/2011 5:00,1/02/2007 0:28,7.1,134, Use of Externally-Controlled Format String,
CVE-2007-0127,7/03/2011 5:00,9/01/2007 2:28,9.3,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2006-5647,7/03/2011 5:00,1/11/2006 15:07,6.4,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2006-5646,7/03/2011 5:00,1/11/2006 15:07,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2006-4223,7/03/2011 5:00,18/08/2006 20:04,5,200, Information Exposure,
CVE-2006-3127,7/03/2011 5:00,21/06/2006 23:02,7.8,399, Resource Management Errors,
CVE-2006-1982,7/03/2011 5:00,21/04/2006 22:02,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2006-0871,7/03/2011 5:00,24/02/2006 11:02,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2006-0063,7/03/2011 5:00,5/01/2006 19:03,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2005-4315,7/03/2011 5:00,17/12/2005 0:03,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2005-4267,7/03/2011 5:00,21/12/2005 11:03,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2005-4263,7/03/2011 5:00,15/12/2005 11:03,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2005-4228,7/03/2011 5:00,14/12/2005 11:03,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2005-4069,7/03/2011 5:00,8/12/2005 1:03,4.6,264, Permissions Privileges and Access Controls,
CVE-2005-3714,7/03/2011 5:00,31/12/2005 5:00,5,399, Resource Management Errors,
CVE-2005-3496,7/03/2011 5:00,4/11/2005 0:02,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2005-1929,7/03/2011 5:00,14/12/2005 21:03,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4756,4/03/2011 5:00,2/03/2011 20:00,4,399, Resource Management Errors,
CVE-2011-1032,1/03/2011 7:08,15/02/2011 1:00,6.8,264, Permissions Privileges and Access Controls,
CVE-2010-4005,1/03/2011 7:06,6/11/2010 0:00,6.9,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2010-3906,1/03/2011 7:06,17/12/2010 19:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-3692,1/03/2011 7:06,7/10/2010 21:00,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-3691,1/03/2011 7:06,7/10/2010 21:00,3.3,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2010-3690,1/03/2011 7:06,7/10/2010 21:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-2542,1/03/2011 7:03,11/08/2010 18:47,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-1152,1/03/2011 7:01,12/04/2010 18:30,5,20, Improper Input Validation,
CVE-2011-1104,1/03/2011 5:00,28/02/2011 17:00,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2011-0917,25/02/2011 6:58,8/02/2011 22:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-0004,25/02/2011 6:58,10/01/2011 20:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2011-0918,23/02/2011 6:48,8/02/2011 22:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-0916,23/02/2011 6:48,8/02/2011 22:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-0914,23/02/2011 6:48,8/02/2011 22:00,10,189, Numeric Errors,
CVE-2011-0913,23/02/2011 6:48,8/02/2011 22:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-0698,23/02/2011 6:48,14/02/2011 21:00,7.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-4369,23/02/2011 6:47,2/12/2010 16:22,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-4367,23/02/2011 6:47,2/12/2010 16:22,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2011-1049,22/02/2011 5:00,21/02/2011 19:00,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-1048,22/02/2011 5:00,21/02/2011 19:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
